database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub
CHEBI:132723	C36H75N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(31:0)																
CHEBI:137657	C36H73N2O6P	*[C@@H](O)[C@@H](NC(=O)*)COP(OCC[N+](C)(C)C)(=O)[O-]		SM(31:1)																
CHEBI:64586	C37H75N2O6P	[H][C@](C)(O)[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)NC(C)=O		SM(32:1)																
CHEBI:72510	C37H73N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(32:2)																
CHEBI:64585	C38H77N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(33:1)																
CHEBI:85814	C38H75N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(33:2)																
CHEBI:72514	C39H79N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(34:1)																
CHEBI:64587	C39H77N2O6P	[H][C@@](O)([*])[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)NC([*])=O		SM(34:2)																
CHEBI:133629	C40H81N2O6P	*[C@@H](O)[C@@H](NC(=O)*)COP(OCC[N+](C)(C)C)(=O)[O-]		SM(35:1)																
CHEBI:72517	C41H85N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(36:0)																
CHEBI:72518	C41H83N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(36:1)																
CHEBI:72519	C41H81N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(36:2)																
CHEBI:85759	C42H85N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(37:1)																
CHEBI:72523	C43H85N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(38:1)																
CHEBI:72524	C43H85N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(38:2)																
CHEBI:72525	C43H83N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(38:3)																
CHEBI:85761	C44H89N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(39:1)																
CHEBI:85760	C44H87N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(39:2)																
CHEBI:72528	C45H91N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(40:1)																
CHEBI:72529	C45H89N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(40:2)																
CHEBI:72531	C45H85N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(40:4)																
CHEBI:83893	C46H93N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(41:1)																
CHEBI:85762	C46H91N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(41:2)																
CHEBI:72533	C47H95N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(42:1)																
CHEBI:72534	C47H93N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(42:2)																
CHEBI:72535	C47H91N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(42:3)																
CHEBI:132059	C48H97N2O6P	*[C@@H](O)[C@@H](NC(=O)*)COP(OCC[N+](C)(C)C)(=O)[O-]		SM(43:1)																
CHEBI:136288	C48H95N2O6P	*[C@@H](O)[C@@H](NC(=O)*)COP(OCC[N+](C)(C)C)(=O)[O-]		SM(43:2)																
CHEBI:72538	C49H99N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(44:1)																
CHEBI:72539	C49H97N2O6P	C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]		SM(44:2)																
CHEBI:137568	C34H69NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(34:0)																
CHEBI:137569	C34H67NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(34:1)																
CHEBI:137570	C38H75NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(38:1)																
CHEBI:137571	C40H79NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(40:1)																
CHEBI:137572	C41H81NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(41:1)																
CHEBI:85777	C42H83NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(42:1)																
CHEBI:85812	C42H81NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(42:2)																
CHEBI:137573	C43H85NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(43:1)																
CHEBI:137574	C44H89NO3	[C@@H]([C@H](C*)NC(=O)*)(O)*		Cer(44:0)																
CHEBI:3663	C43H76O2	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCCCCCCCCC)[C@H](C)CCCC(C)C	"InChI=1S/C43H76O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-23-41(44)45-36-28-30-42(5)35(32-36)24-25-37-39-27-26-38(34(4)22-20-21-33(2)3)43(39,6)31-29-40(37)42/h24,33-34,36-40H,7-23,25-32H2,1-6H3/t34-,36+,37+,38-,39+,40+,42+,43-/m1/s1"	CE(16:0)																
CHEBI:137552	C43H74O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(16:1)																
CHEBI:84326	C44H78O2	CCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C	"InChI=1S/C44H78O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-24-42(45)46-37-29-31-43(5)36(33-37)25-26-38-40-28-27-39(35(4)23-21-22-34(2)3)44(40,6)32-30-41(38)43/h25,34-35,37-41H,7-24,26-33H2,1-6H3/t35-,37+,38+,39-,40+,41+,43+,44-/m1/s1"	CE(17:0)																
CHEBI:137554	C44H76O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(17:1)																
CHEBI:137555	C44H74O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(17:2)																
CHEBI:132001	C45H78O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(18:1)																
CHEBI:132002	C45H76O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(18:2)																
CHEBI:132004	C45H74O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(18:3)																
CHEBI:137556	C46H78O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(19:2)																
CHEBI:137557	C46H76O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(19:3)																
CHEBI:132006	C47H76O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(20:4)																
CHEBI:132007	C47H74O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(20:5)																
CHEBI:137551	C49H78O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(22:5)																
CHEBI:74103	C49H76O2	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		CE(22:6)																
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
