Sample Name	Protocol REF	Date	Performer	Extract Name	Protocol REF	Date	Performer	Labeled Extract Name	Label	Protocol REF	Date	Performer	Scan Name	Raw Data File
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944755	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_liverextract-30	nucleic acid library preparation	2017-07-05 14:57:38.944770	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_liverextract-30labeled-extract-30	none	nucleic acid sequencing	2017-07-05 14:57:38.944826	louis	assay-name-30_library-0_run-1	sequence-data-30_library-0_run-1.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976538	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#1_kidneyextract-61	nucleic acid library preparation	2017-07-05 14:57:38.976546	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#1_kidneyextract-61labeled-extract-61	none	nucleic acid sequencing	2017-07-05 14:57:38.976563	louis	assay-name-61_library-0_run-0	sequence-data-61_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969742	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_kidneyextract-62	nucleic acid library preparation	2017-07-05 14:57:38.969757	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_kidneyextract-62labeled-extract-62	none	nucleic acid sequencing	2017-07-05 14:57:38.969794	louis	assay-name-62_library-0_run-0	sequence-data-62_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944916	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_liverextract-31	nucleic acid library preparation	2017-07-05 14:57:38.944932	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_liverextract-31labeled-extract-31	none	nucleic acid sequencing	2017-07-05 14:57:38.944961	louis	assay-name-31_library-0_run-0	sequence-data-31_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944916	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_liverextract-31	nucleic acid library preparation	2017-07-05 14:57:38.944932	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#0_liverextract-31labeled-extract-31	none	nucleic acid sequencing	2017-07-05 14:57:38.944982	louis	assay-name-31_library-0_run-1	sequence-data-31_library-0_run-1.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976578	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#1_kidneyextract-63	nucleic acid library preparation	2017-07-05 14:57:38.976589	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#1_sample#1_kidneyextract-63labeled-extract-63	none	nucleic acid sequencing	2017-07-05 14:57:38.976608	louis	assay-name-63_library-0_run-0	sequence-data-63_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969825	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_kidneyextract-64	nucleic acid library preparation	2017-07-05 14:57:38.969845	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_kidneyextract-64labeled-extract-64	none	nucleic acid sequencing	2017-07-05 14:57:38.969880	louis	assay-name-64_library-0_run-0	sequence-data-64_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945010	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_liverextract-32	nucleic acid library preparation	2017-07-05 14:57:38.945027	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_liverextract-32labeled-extract-32	none	nucleic acid sequencing	2017-07-05 14:57:38.945058	louis	assay-name-32_library-0_run-0	sequence-data-32_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945010	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_liverextract-32	nucleic acid library preparation	2017-07-05 14:57:38.945027	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#0_liverextract-32labeled-extract-32	none	nucleic acid sequencing	2017-07-05 14:57:38.945080	louis	assay-name-32_library-0_run-1	sequence-data-32_library-0_run-1.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976625	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#1_kidneyextract-65	nucleic acid library preparation	2017-07-05 14:57:38.976634	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#2_sample#1_kidneyextract-65labeled-extract-65	none	nucleic acid sequencing	2017-07-05 14:57:38.976651	louis	assay-name-65_library-0_run-0	sequence-data-65_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969912	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_kidneyextract-66	nucleic acid library preparation	2017-07-05 14:57:38.969930	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_kidneyextract-66labeled-extract-66	none	nucleic acid sequencing	2017-07-05 14:57:38.969963	louis	assay-name-66_library-0_run-0	sequence-data-66_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945108	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_liverextract-33	nucleic acid library preparation	2017-07-05 14:57:38.945124	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_liverextract-33labeled-extract-33	none	nucleic acid sequencing	2017-07-05 14:57:38.945159	louis	assay-name-33_library-0_run-0	sequence-data-33_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945108	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_liverextract-33	nucleic acid library preparation	2017-07-05 14:57:38.945124	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#0_liverextract-33labeled-extract-33	none	nucleic acid sequencing	2017-07-05 14:57:38.945181	louis	assay-name-33_library-0_run-1	sequence-data-33_library-0_run-1.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976666	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#1_kidneyextract-67	nucleic acid library preparation	2017-07-05 14:57:38.976677	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#3_sample#1_kidneyextract-67labeled-extract-67	none	nucleic acid sequencing	2017-07-05 14:57:38.976696	louis	assay-name-67_library-0_run-0	sequence-data-67_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969989	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_kidneyextract-68	nucleic acid library preparation	2017-07-05 14:57:38.970007	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_kidneyextract-68labeled-extract-68	none	nucleic acid sequencing	2017-07-05 14:57:38.970037	louis	assay-name-68_library-0_run-0	sequence-data-68_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945208	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_liverextract-34	nucleic acid library preparation	2017-07-05 14:57:38.945224	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_liverextract-34labeled-extract-34	none	nucleic acid sequencing	2017-07-05 14:57:38.945261	louis	assay-name-34_library-0_run-0	sequence-data-34_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945208	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_liverextract-34	nucleic acid library preparation	2017-07-05 14:57:38.945224	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#0_liverextract-34labeled-extract-34	none	nucleic acid sequencing	2017-07-05 14:57:38.945284	louis	assay-name-34_library-0_run-1	sequence-data-34_library-0_run-1.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976721	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#1_kidneyextract-69	nucleic acid library preparation	2017-07-05 14:57:38.976729	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#4_sample#1_kidneyextract-69labeled-extract-69	none	nucleic acid sequencing	2017-07-05 14:57:38.976744	louis	assay-name-69_library-0_run-0	sequence-data-69_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.967808	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_kidneyextract-20	nucleic acid library preparation	2017-07-05 14:57:38.967816	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_kidneyextract-20labeled-extract-20	none	nucleic acid sequencing	2017-07-05 14:57:38.967837	louis	assay-name-20_library-0_run-0	sequence-data-20_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942691	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_liverextract-10	nucleic acid library preparation	2017-07-05 14:57:38.942698	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_liverextract-10labeled-extract-10	none	nucleic acid sequencing	2017-07-05 14:57:38.942727	louis	assay-name-10_library-0_run-1	sequence-data-10_library-0_run-1.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942691	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_liverextract-10	nucleic acid library preparation	2017-07-05 14:57:38.942698	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#0_liverextract-10labeled-extract-10	none	nucleic acid sequencing	2017-07-05 14:57:38.942713	louis	assay-name-10_library-0_run-0	sequence-data-10_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975455	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#1_kidneyextract-21	nucleic acid library preparation	2017-07-05 14:57:38.975521	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#0_sample#1_kidneyextract-21labeled-extract-21	none	nucleic acid sequencing	2017-07-05 14:57:38.975563	louis	assay-name-21_library-0_run-0	sequence-data-21_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.967861	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_kidneyextract-22	nucleic acid library preparation	2017-07-05 14:57:38.967880	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_kidneyextract-22labeled-extract-22	none	nucleic acid sequencing	2017-07-05 14:57:38.967917	louis	assay-name-22_library-0_run-0	sequence-data-22_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942741	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_liverextract-11	nucleic acid library preparation	2017-07-05 14:57:38.942749	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_liverextract-11labeled-extract-11	none	nucleic acid sequencing	2017-07-05 14:57:38.942774	louis	assay-name-11_library-0_run-1	sequence-data-11_library-0_run-1.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942741	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_liverextract-11	nucleic acid library preparation	2017-07-05 14:57:38.942749	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#0_liverextract-11labeled-extract-11	none	nucleic acid sequencing	2017-07-05 14:57:38.942763	louis	assay-name-11_library-0_run-0	sequence-data-11_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975591	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#1_kidneyextract-23	nucleic acid library preparation	2017-07-05 14:57:38.975605	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#1_sample#1_kidneyextract-23labeled-extract-23	none	nucleic acid sequencing	2017-07-05 14:57:38.975624	louis	assay-name-23_library-0_run-0	sequence-data-23_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.967947	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_kidneyextract-24	nucleic acid library preparation	2017-07-05 14:57:38.967963	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_kidneyextract-24labeled-extract-24	none	nucleic acid sequencing	2017-07-05 14:57:38.967994	louis	assay-name-24_library-0_run-0	sequence-data-24_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942789	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_liverextract-12	nucleic acid library preparation	2017-07-05 14:57:38.942796	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_liverextract-12labeled-extract-12	none	nucleic acid sequencing	2017-07-05 14:57:38.942826	louis	assay-name-12_library-0_run-1	sequence-data-12_library-0_run-1.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942789	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_liverextract-12	nucleic acid library preparation	2017-07-05 14:57:38.942796	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#0_liverextract-12labeled-extract-12	none	nucleic acid sequencing	2017-07-05 14:57:38.942813	louis	assay-name-12_library-0_run-0	sequence-data-12_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975640	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#1_kidneyextract-25	nucleic acid library preparation	2017-07-05 14:57:38.975649	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#2_sample#1_kidneyextract-25labeled-extract-25	none	nucleic acid sequencing	2017-07-05 14:57:38.975669	louis	assay-name-25_library-0_run-0	sequence-data-25_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.968022	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_kidneyextract-26	nucleic acid library preparation	2017-07-05 14:57:38.968044	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_kidneyextract-26labeled-extract-26	none	nucleic acid sequencing	2017-07-05 14:57:38.968075	louis	assay-name-26_library-0_run-0	sequence-data-26_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942848	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_liverextract-13	nucleic acid library preparation	2017-07-05 14:57:38.942864	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_liverextract-13labeled-extract-13	none	nucleic acid sequencing	2017-07-05 14:57:38.942898	louis	assay-name-13_library-0_run-0	sequence-data-13_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942848	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_liverextract-13	nucleic acid library preparation	2017-07-05 14:57:38.942864	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#0_liverextract-13labeled-extract-13	none	nucleic acid sequencing	2017-07-05 14:57:38.942919	louis	assay-name-13_library-0_run-1	sequence-data-13_library-0_run-1.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975685	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#1_kidneyextract-27	nucleic acid library preparation	2017-07-05 14:57:38.975698	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#3_sample#1_kidneyextract-27labeled-extract-27	none	nucleic acid sequencing	2017-07-05 14:57:38.975716	louis	assay-name-27_library-0_run-0	sequence-data-27_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.968103	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_kidneyextract-28	nucleic acid library preparation	2017-07-05 14:57:38.968118	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_kidneyextract-28labeled-extract-28	none	nucleic acid sequencing	2017-07-05 14:57:38.968149	louis	assay-name-28_library-0_run-0	sequence-data-28_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942945	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_liverextract-14	nucleic acid library preparation	2017-07-05 14:57:38.942961	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_liverextract-14labeled-extract-14	none	nucleic acid sequencing	2017-07-05 14:57:38.942990	louis	assay-name-14_library-0_run-0	sequence-data-14_library-0_run-0.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942945	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_liverextract-14	nucleic acid library preparation	2017-07-05 14:57:38.942961	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#0_liverextract-14labeled-extract-14	none	nucleic acid sequencing	2017-07-05 14:57:38.943011	louis	assay-name-14_library-0_run-1	sequence-data-14_library-0_run-1.fastq.gz
studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975732	amy	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#1_kidneyextract-29	nucleic acid library preparation	2017-07-05 14:57:38.975741	xua	studygroup_926b6e62-7974-4f65-afa0-830e18607cb0_subject#4_sample#1_kidneyextract-29labeled-extract-29	none	nucleic acid sequencing	2017-07-05 14:57:38.975762	louis	assay-name-29_library-0_run-0	sequence-data-29_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969244	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_kidneyextract-50	nucleic acid library preparation	2017-07-05 14:57:38.969262	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_kidneyextract-50labeled-extract-50	none	nucleic acid sequencing	2017-07-05 14:57:38.969294	louis	assay-name-50_library-0_run-0	sequence-data-50_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944190	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_liverextract-25	nucleic acid library preparation	2017-07-05 14:57:38.944204	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_liverextract-25labeled-extract-25	none	nucleic acid sequencing	2017-07-05 14:57:38.944236	louis	assay-name-25_library-0_run-0	sequence-data-25_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944190	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_liverextract-25	nucleic acid library preparation	2017-07-05 14:57:38.944204	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#0_liverextract-25labeled-extract-25	none	nucleic acid sequencing	2017-07-05 14:57:38.944256	louis	assay-name-25_library-0_run-1	sequence-data-25_library-0_run-1.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976309	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#1_kidneyextract-51	nucleic acid library preparation	2017-07-05 14:57:38.976320	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#0_sample#1_kidneyextract-51labeled-extract-51	none	nucleic acid sequencing	2017-07-05 14:57:38.976337	louis	assay-name-51_library-0_run-0	sequence-data-51_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969324	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_kidneyextract-52	nucleic acid library preparation	2017-07-05 14:57:38.969341	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_kidneyextract-52labeled-extract-52	none	nucleic acid sequencing	2017-07-05 14:57:38.969384	louis	assay-name-52_library-0_run-0	sequence-data-52_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944286	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_liverextract-26	nucleic acid library preparation	2017-07-05 14:57:38.944301	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_liverextract-26labeled-extract-26	none	nucleic acid sequencing	2017-07-05 14:57:38.944361	louis	assay-name-26_library-0_run-1	sequence-data-26_library-0_run-1.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944286	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_liverextract-26	nucleic acid library preparation	2017-07-05 14:57:38.944301	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#0_liverextract-26labeled-extract-26	none	nucleic acid sequencing	2017-07-05 14:57:38.944332	louis	assay-name-26_library-0_run-0	sequence-data-26_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976352	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#1_kidneyextract-53	nucleic acid library preparation	2017-07-05 14:57:38.976363	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#1_sample#1_kidneyextract-53labeled-extract-53	none	nucleic acid sequencing	2017-07-05 14:57:38.976382	louis	assay-name-53_library-0_run-0	sequence-data-53_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969419	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_kidneyextract-54	nucleic acid library preparation	2017-07-05 14:57:38.969436	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_kidneyextract-54labeled-extract-54	none	nucleic acid sequencing	2017-07-05 14:57:38.969468	louis	assay-name-54_library-0_run-0	sequence-data-54_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944386	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_liverextract-27	nucleic acid library preparation	2017-07-05 14:57:38.944403	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_liverextract-27labeled-extract-27	none	nucleic acid sequencing	2017-07-05 14:57:38.944507	louis	assay-name-27_library-0_run-0	sequence-data-27_library-0_run-0.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944386	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_liverextract-27	nucleic acid library preparation	2017-07-05 14:57:38.944403	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#0_liverextract-27labeled-extract-27	none	nucleic acid sequencing	2017-07-05 14:57:38.944533	louis	assay-name-27_library-0_run-1	sequence-data-27_library-0_run-1.fastq.gz
studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976399	amy	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#1_kidneyextract-55	nucleic acid library preparation	2017-07-05 14:57:38.976407	xua	studygroup_eaf76305-6061-42b2-9142-477678eb7954_subject#2_sample#1_kidneyextract-55labeled-extract-55	none	nucleic acid sequencing	2017-07-05 14:57:38.976424	louis	assay-name-55_library-0_run-0	sequence-data-55_library-0_run-0.fastq.gz
